advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,timeStepIndex,pValue,leastWinningCost,conversionAction
105,3,50000,116.51,3,0.01197,0.9745,0
105,3,50000,116.51,46,0.043444,5.61,0
105,3,50000,116.51,0,0.025959,2.0773,0
105,3,50000,116.51,22,0.020394,2.0482,0
105,3,50000,116.51,32,0.027496,4.4234,0
105,3,50000,116.51,22,0.011346,1.0269,0
105,3,50000,116.51,23,0.014318,2.0099,0
105,3,50000,116.51,39,0.004168,0.6371,0
105,3,50000,116.51,20,0.032043,2.6208,0
105,3,50000,116.51,11,0.024158,2.3159,1
105,3,50000,116.51,17,0.012019,0.8185,0
105,3,50000,116.51,17,0.007747,1.2601,0
105,3,50000,116.51,9,4.4e-05,0.0029,0
105,3,50000,116.51,34,0.008847,1.2179,0
105,3,50000,116.51,29,0.016377,1.7032,0
105,3,50000,116.51,36,0.018508,3.0584,0
105,3,50000,116.51,40,0.038139,4.5923,0
105,3,50000,116.51,34,0.001852,0.3205,0
105,3,50000,116.51,25,0.016511,2.6885,0
105,3,50000,116.51,10,0.000836,0.1181,0
105,3,50000,116.51,9,0.009759,1.4464,0
105,3,50000,116.51,23,0.017344,2.5993,0
105,3,50000,116.51,0,0.027084,1.7093,0
105,3,50000,116.51,44,0.057081,4.4909,0
105,3,50000,116.51,5,0.013381,1.1779,0
105,3,50000,116.51,8,0.029426,1.8379,0
105,3,50000,116.51,32,0.02813,2.8143,0
105,3,50000,116.51,46,0.049372,8.1868,0
105,3,50000,116.51,18,0.002453,0.1862,0
105,3,50000,116.51,20,0.023928,2.7682,0
105,3,50000,116.51,19,0.024353,3.6676,0
105,3,50000,116.51,40,0.057319,8.0002,0
105,3,50000,116.51,16,0.106448,15.8451,0
105,3,50000,116.51,23,0.028973,3.6998,0
105,3,50000,116.51,43,0.010484,0.9258,0
105,3,50000,116.51,44,0.030553,1.9997,0
105,3,50000,116.51,47,0.007144,0.4532,0
105,3,50000,116.51,24,0.00357,0.5504,0
105,3,50000,116.51,33,0.007668,0.7315,0
105,3,50000,116.51,19,0.024145,2.7182,0
