deliveryPeriodIndex,advertiserCategoryIndex,realCPA,cum_cost,timeStepIndex
7.0,0.0,22.2699923732688,10.049037809846615,0.0
7.0,0.0,24.12329786495144,20.10154223997007,0.0
7.0,0.0,24.950491775546006,30.13872126057608,0.0
7.0,0.0,25.73543404060424,40.167641477244985,0.0
7.0,0.0,26.366264320257375,50.174190508970725,0.0
7.0,0.0,27.09607566547354,60.23984282882199,0.0
7.0,0.0,27.626066674360192,70.25171491045607,0.0
7.0,0.0,28.030533184876052,80.293087195363,0.0
7.0,0.0,28.40793079401091,90.29528466752761,0.0
7.0,0.0,28.76678288482138,100.30404943433156,0.0
7.0,0.0,29.126248831640293,110.31700338529467,0.0
7.0,0.0,29.44935038766067,120.33103656756387,0.0
7.0,0.0,29.75946809507652,130.38592490476375,0.0
7.0,0.0,30.074343224537536,140.43426931117168,0.0
7.0,0.0,30.344873422626755,150.50572686147035,0.0
7.0,0.0,30.59025157833263,160.50765313492585,0.0
7.0,0.0,30.827814858774428,170.51650410388518,0.0
7.0,0.0,31.089632605068555,180.57181479300024,0.0
7.0,0.0,31.268860963710754,190.6367046306115,0.0
7.0,0.0,31.485336332281797,200.6656716767227,0.0
7.0,0.0,31.685951903372487,210.6997003339889,0.0
7.0,0.0,31.88921245431942,220.7280698509738,0.0
7.0,0.0,32.08376707799903,230.7860288567905,0.0
7.0,0.0,32.29153113443735,240.8316881111365,0.0
7.0,0.0,32.47613765377228,250.87772778707233,0.0
7.0,0.0,32.67551361311995,260.8851400010953,0.0
7.0,0.0,32.83440466389819,270.93531430334644,0.0
7.0,0.0,33.0198431411266,280.98572777561077,0.0
7.0,0.0,33.19917753428988,291.01729090475567,0.0
7.0,0.0,33.36222013391625,301.04562397365163,0.0
7.0,0.0,33.53437091590309,311.08333149132545,0.0
7.0,0.0,33.70825591628901,321.1592402283868,0.0
7.0,0.0,33.864359957789446,331.16714063729904,0.0
7.0,0.0,34.03156056893044,341.22985683983495,0.0
7.0,0.0,34.178327648305896,351.2361412175616,0.0
7.0,0.0,34.33260362321757,361.2594828558764,0.0
7.0,0.0,34.460015367987054,371.30529076241066,0.0
7.0,0.0,34.61182242241331,381.368750686083,0.0
7.0,0.0,34.75059698081952,391.39246398082844,0.0
7.0,0.0,34.887862117103765,401.4601596628559,0.0
7.0,0.0,35.01571597784321,411.5102818205263,0.0
7.0,0.0,35.153733890306164,421.56207775170094,0.0
7.0,0.0,35.26823785007608,431.62506294314454,0.0
7.0,0.0,35.385627189110096,441.62557075290664,0.0
7.0,0.0,35.52169375620545,451.65600426240803,0.0
7.0,0.0,35.65749507328228,461.74423871445794,0.0
7.0,0.0,35.77437956813468,471.75911367739207,0.0
7.0,0.0,35.90389739033065,481.76741534850123,0.0
7.0,0.0,36.02170470955512,491.7678687588265,0.0
7.0,0.0,36.14401863713434,501.7803707621216,0.0
7.0,0.0,36.26679861825519,511.8639729800526,0.0
7.0,0.0,36.35003947803181,521.9169734616705,0.0
7.0,0.0,36.471832386519736,531.9191648512566,0.0
7.0,0.0,36.56387843411964,541.9603260857259,0.0
7.0,0.0,36.685078282107234,552.0095590920279,0.0
7.0,0.0,36.812016083984794,562.0213070741148,0.0
7.0,0.0,36.94590686355401,572.0649375602146,0.0
7.0,0.0,37.04503039397424,582.1380445411709,0.0
7.0,0.0,37.1399821369688,592.1781288821107,0.0
7.0,0.0,37.23213727009059,602.23398245603,0.0
7.0,0.0,37.334610058091506,612.2748575399925,0.0
7.0,0.0,37.437642351276516,622.294423494537,0.0
7.0,0.0,37.54296875878812,632.3657509726381,0.0
7.0,0.0,37.630054691389226,642.3978812813353,0.0
7.0,0.0,37.72640246661527,652.415885482301,0.0
7.0,0.0,37.83224700006183,662.4192666482746,0.0
7.0,0.0,37.929320135529856,672.5101250825744,0.0
7.0,0.0,38.037661120127225,682.5726447594093,0.0
7.0,0.0,38.132842491826906,692.598134094186,0.0
7.0,0.0,38.20558886682811,702.6290791244794,0.0
7.0,0.0,38.296747137779825,712.651547289588,0.0
7.0,0.0,38.37976979922831,722.6999571030897,0.0
7.0,0.0,38.453535207585084,732.724908669349,0.0
7.0,0.0,38.53660882004869,742.740820117709,0.0
7.0,0.0,38.620943311283305,752.7446004359391,0.0
7.0,0.0,38.70583356033764,762.8143528917813,0.0
7.0,0.0,38.790500483430606,772.858394026681,0.0
7.0,0.0,38.859674984438634,782.8762617787365,0.0
7.0,0.0,38.95032277524932,792.8815053166718,0.0
7.0,0.0,39.03791835171455,802.8883286740543,0.0
7.0,0.0,39.120024707203946,812.9019701206478,0.0
7.0,0.0,39.19059153668507,822.9724168320014,0.0
7.0,0.0,39.2785556366577,832.9958511753491,0.0
7.0,0.0,39.36076530846459,843.0016453274013,0.0
7.0,0.0,39.447247785324095,853.0288204600948,0.0
7.0,0.0,39.53328670150968,863.0954638464198,0.0
7.0,0.0,39.61137041262052,873.1693559803649,0.0
7.0,0.0,39.68190416731341,883.181830379396,0.0
7.0,0.0,39.761383190481396,893.2421332811172,0.0
7.0,0.0,39.840437711184244,903.2871077956494,0.0
7.0,0.0,39.923406989325414,913.3291353602012,0.0
7.0,0.0,39.99033680860036,923.3537638744191,0.0
7.0,0.0,40.07162274452789,933.3669834185317,0.0
7.0,0.0,40.142317816965836,943.3714971923358,0.0
7.0,0.0,40.22923231564173,953.4331256590008,0.0
7.0,0.0,40.29173225018956,963.4466565196658,0.0
7.0,0.0,40.364955002254895,973.4974243128723,0.0
7.0,0.0,40.43233532589016,983.5340829881154,0.0
7.0,0.0,40.51318899559808,993.5836038061058,0.0
7.0,0.0,40.59129342306772,1003.5982833990837,0.0
7.0,0.0,40.659730206787735,1013.6627603720428,0.0
7.0,0.0,40.73807208963408,1023.6650794516199,0.0
7.0,0.0,40.810174120180584,1033.7290928081113,0.0
7.0,0.0,40.8858229185051,1043.7554752379274,0.0
7.0,0.0,40.96383307084912,1053.7834971519142,0.0
7.0,0.0,41.037118654929436,1063.8137403969308,0.0
7.0,0.0,41.11565921687948,1073.8385784103407,0.0
7.0,0.0,41.18587747823707,1083.8412305655888,0.0
7.0,0.0,41.2541922364299,1093.8622669717004,0.0
7.0,0.0,41.31724024468009,1103.8963753758787,0.0
7.0,0.0,41.37927952107021,1113.9170515288668,0.0
7.0,0.0,41.4397720974015,1123.9383008922582,0.0
7.0,0.0,41.49523656397105,1133.947303285258,0.0
7.0,0.0,41.55578013748123,1144.0230724212638,0.0
7.0,0.0,41.61335592674579,1154.0957487350274,0.0
7.0,0.0,41.672149885488224,1164.144047156601,0.0
7.0,0.0,41.73597857218662,1174.1821221986509,0.0
7.0,0.0,41.80004931978371,1184.2525364461,0.0
7.0,0.0,41.86695504361798,1194.276388476434,0.0
7.0,0.0,41.928364320032635,1204.3236089583681,0.0
7.0,0.0,42.0014674893596,1214.4127407638803,0.0
7.0,0.0,42.07303411602987,1224.4926769660906,0.0
7.0,0.0,42.13437948874383,1234.5371954965162,0.0
7.0,0.0,42.199785941441576,1244.5637561582867,0.0
7.0,0.0,42.25209907310059,1254.5875073619816,0.0
7.0,0.0,42.30760528908919,1264.6252090364073,0.0
7.0,0.0,42.375193120813,1274.6746189282449,0.0
7.0,0.0,42.434792035652464,1284.6748735155218,0.0
7.0,0.0,42.496190825403716,1294.6855958575243,0.0
7.0,0.0,42.56797350378305,1304.763361458268,0.0
7.0,0.0,42.62889051342387,1314.7983258838087,0.0
7.0,0.0,42.68999091017159,1324.8621715649786,0.0
7.0,0.0,42.74440391092354,1334.8711140485339,0.0
7.0,0.0,42.79890667723117,1344.9406171399771,0.0
7.0,0.0,42.842200976028735,1355.010408160355,0.0
7.0,0.0,42.88854630752311,1365.0737861827552,0.0
7.0,0.0,42.9412800681198,1375.1352868168074,0.0
7.0,0.0,42.99248550510456,1385.1929496565115,0.0
7.0,0.0,43.039988844715516,1395.2517983975001,0.0
7.0,0.0,43.08526314018166,1405.2641945428231,0.0
7.0,0.0,43.12685990457876,1415.3130830048187,0.0
7.0,0.0,43.174607749964146,1425.3645162869705,0.0
7.0,0.0,43.218130999312464,1435.4043746518987,0.0
7.0,0.0,43.26946293476091,1445.4354249349847,0.0
7.0,0.0,43.31778275077701,1455.4565932558874,0.0
7.0,0.0,43.36334263053404,1465.459606656693,0.0
7.0,0.0,43.402398316209585,1475.4640743948014,0.0
7.0,0.0,43.45598194253034,1485.4731896504,0.0
7.0,0.0,43.505254383194796,1495.4836958689177,0.0
7.0,0.0,43.55171217470769,1505.5391773465346,0.0
7.0,0.0,43.59194745474275,1515.5670963476011,0.0
7.0,0.0,43.6403871922553,1525.5788278935322,0.0
7.0,0.0,43.69046700867123,1535.6194840773967,0.0
7.0,0.0,43.744198491303386,1545.663908060983,0.0
7.0,0.0,43.792442077850254,1555.7014247643012,0.0
